season,award,player,age,tm,first,pts_won,pts_max,share,winner,seas_id,player_id
2018,smoy,Nikola Mirotić,26,TOT,0,5,505,0.01,FALSE,27410,4281
2018,smoy,Kyle Kuzma,22,LAL,0,4,505,0.008,FALSE,27308,4534
2018,smoy,Terry Rozier,23,BOS,0,3,505,0.006,FALSE,27507,4366
2018,smoy,Dwyane Wade,36,TOT,0,3,505,0.006,FALSE,27099,3445
2018,smoy,J.J. Barea,33,DAL,0,1,505,0.002,FALSE,27173,3673
2018,smoy,Marco Belinelli,31,TOT,0,1,505,0.002,FALSE,27350,3776
2018,smoy,Rodney Hood,25,TOT,0,1,505,0.002,FALSE,27460,4285
2018,smoy,Luc Mbah a Moute,31,HOU,0,1,505,0.002,FALSE,27329,3833
2018,smoy,Jakob Poeltl,22,TOR,0,1,505,0.002,FALSE,27189,4412
2018,smoy,Tomáš Satoranský,26,WAS,0,1,505,0.002,FALSE,27520,4454
2017,dpoy,Draymond Green,26,GSW,73,434,500,0.868,TRUE,26496,4085
2017,dpoy,Rudy Gobert,24,UTA,16,269,500,0.538,FALSE,26816,4199
2017,dpoy,Kawhi Leonard,25,SAS,11,182,500,0.364,FALSE,26643,4032
2017,dpoy,Robert Covington,26,PHI,0,4,500,0.008,FALSE,26804,4197
2017,dpoy,LeBron James,32,CLE,0,3,500,0.006,FALSE,26684,3463
2017,dpoy,Andre Roberson,25,OKC,0,3,500,0.006,FALSE,26346,4144
2017,dpoy,Hassan Whiteside,27,MIA,0,3,500,0.006,FALSE,26536,3945
2017,dpoy,LaMarcus Aldridge,31,SAS,0,1,500,0.002,FALSE,26671,3686
2017,dpoy,Patrick Beverley,28,HOU,0,1,500,0.002,FALSE,26774,4124
2017,mip,Giannis Antetokounmpo,22,MIL,80,428,500,0.856,TRUE,26528,4164
2017,mip,Nikola Jokić,21,DEN,14,161,500,0.322,FALSE,26755,4352
2017,mip,Rudy Gobert,24,UTA,1,113,500,0.226,FALSE,26816,4199
2017,mip,Otto Porter Jr.,23,WAS,1,43,500,0.086,FALSE,NA,NA
2017,mip,Isaiah Thomas,27,BOS,0,35,500,0.07,FALSE,26546,4012
2017,mip,James Johnson,29,MIA,1,34,500,0.068,FALSE,26563,3881
2017,mip,Bradley Beal,23,WAS,1,19,500,0.038,FALSE,26387,4072
2017,mip,Devin Booker,20,PHO,1,18,500,0.036,FALSE,26482,4321
2017,mip,Tim Hardaway Jr.,24,ATL,0,14,500,0.028,FALSE,26867,4209
2017,mip,Mike Conley,29,MEM,1,5,500,0.01,FALSE,26728,3779
2017,mip,Dion Waiters,25,MIA,0,4,500,0.008,FALSE,26487,4082
2017,mip,Gordon Hayward,26,UTA,0,3,500,0.006,FALSE,26531,3941
2017,mip,Jusuf Nurkić,22,TOT,0,3,500,0.006,FALSE,26636,4267
2017,mip,Kristaps Porziņģis,21,NYK,0,3,500,0.006,FALSE,26660,4343
2017,mip,Dennis Schröder,23,ATL,0,3,500,0.006,FALSE,26471,4157
2017,mip,Harrison Barnes,24,DAL,0,2,500,0.004,FALSE,26535,4089
2017,mip,Seth Curry,26,DAL,0,2,500,0.004,FALSE,26829,4203
2017,mip,Gary Harris,22,DEN,0,2,500,0.004,FALSE,26520,4245
2017,mip,Myles Turner,20,IND,0,2,500,0.004,FALSE,26743,4350
2017,mip,Avery Bradley,26,BOS,0,1,500,0.002,FALSE,26371,3918
2017,mip,Clint Capela,22,HOU,0,1,500,0.002,FALSE,26429,4230
2017,mip,DeMar DeRozan,27,TOR,0,1,500,0.002,FALSE,26465,3872
2017,mip,Joe Ingles,29,UTA,0,1,500,0.002,FALSE,26593,4261
2017,mip,John Wall,26,WAS,0,1,500,0.002,FALSE,26605,3951
2017,mip,Hassan Whiteside,27,MIA,0,1,500,0.002,FALSE,26536,3945
2017,nba mvp,Russell Westbrook,28,OKC,69,888,1010,0.879,TRUE,26817,3849
2017,nba mvp,James Harden,27,HOU,22,753,1010,0.746,FALSE,26562,3880
2017,nba mvp,Kawhi Leonard,25,SAS,9,500,1010,0.495,FALSE,26643,4032
2017,nba mvp,LeBron James,32,CLE,1,333,1010,0.33,FALSE,26684,3463
2017,nba mvp,Isaiah Thomas,27,BOS,0,81,1010,0.08,FALSE,26546,4012
2017,nba mvp,Stephen Curry,28,GSW,0,52,1010,0.051,FALSE,26843,3903
2017,nba mvp,Giannis Antetokounmpo,22,MIL,0,7,1010,0.007,FALSE,26528,4164
2017,nba mvp,John Wall,26,WAS,0,7,1010,0.007,FALSE,26605,3951
2017,nba mvp,Anthony Davis,23,NOP,0,2,1010,0.002,FALSE,26359,4066
2017,nba mvp,Kevin Durant,28,GSW,0,2,1010,0.002,FALSE,26651,3770
2017,nba mvp,DeMar DeRozan,27,TOR,0,1,1010,0.001,FALSE,26465,3872
2017,nba roy,Malcolm Brogdon,24,MIL,64,414,500,0.828,TRUE,26694,4424
2017,nba roy,Dario Šarić,22,PHI,13,266,500,0.532,FALSE,26450,4390
2017,nba roy,Joel Embiid,22,PHI,23,177,500,0.354,FALSE,26598,4417
2017,nba roy,Buddy Hield,24,TOT,0,21,500,0.042,FALSE,26404,4382
2017,nba roy,Willy Hernangómez,22,NYK,0,8,500,0.016,FALSE,26912,4460
2017,nba roy,Jamal Murray,19,DEN,0,8,500,0.016,FALSE,26559,4413
2017,nba roy,Marquese Chriss,19,PHO,0,3,500,0.006,FALSE,26709,4428
2017,nba roy,Jaylen Brown,20,BOS,0,1,500,0.002,FALSE,26578,4415
2017,nba roy,Yogi Ferrell,23,TOT,0,1,500,0.002,FALSE,26914,4461
2017,nba roy,Rodney McGruder,25,MIA,0,1,500,0.002,FALSE,26807,4443
2017,smoy,Eric Gordon,28,HOU,46,358,500,0.716,TRUE,26510,3815
2017,smoy,Andre Iguodala,33,GSW,43,326,500,0.652,FALSE,26345,3500
2017,smoy,Lou Williams,30,TOT,5,70,500,0.14,FALSE,26685,3619
2017,smoy,Zach Randolph,35,MEM,2,46,500,0.092,FALSE,26918,3363
2017,smoy,James Johnson,29,MIA,1,25,500,0.05,FALSE,26563,3881
2017,smoy,Greg Monroe,26,MIL,1,21,500,0.042,FALSE,26533,3942
2017,smoy,Jamal Crawford,36,LAC,1,20,500,0.04,FALSE,26558,3258
2017,smoy,Enes Freedom,24,OKC,1,14,500,0.028,FALSE,NA,NA
2017,smoy,Patty Mills,28,SAS,0,14,500,0.028,FALSE,26777,3898
2017,smoy,Tim Hardaway Jr.,24,ATL,0,3,500,0.006,FALSE,26867,4209
2017,smoy,Malcolm Brogdon,24,MIL,0,1,500,0.002,FALSE,26694,4424
2017,smoy,Vince Carter,40,MEM,0,1,500,0.002,FALSE,26901,3166
2017,smoy,Tyler Johnson,24,MIA,0,1,500,0.002,FALSE,26891,4297
2016,dpoy,Kawhi Leonard,24,SAS,84,547,650,0.842,TRUE,26062,4032
2016,dpoy,Draymond Green,25,GSW,44,421,650,0.648,FALSE,25901,4085
2016,dpoy,Hassan Whiteside,26,MIA,2,83,650,0.128,FALSE,25944,3945
2016,dpoy,DeAndre Jordan,27,LAC,0,50,650,0.077,FALSE,25881,3810
2016,dpoy,Paul Millsap,30,ATL,0,21,650,0.032,FALSE,26195,3701
2016,dpoy,Avery Bradley,25,BOS,0,14,650,0.022,FALSE,25789,3918
2016,dpoy,Rudy Gobert,23,UTA,0,13,650,0.02,FALSE,26229,4199
2016,dpoy,Tony Allen,34,MEM,0,5,650,0.008,FALSE,26292,3561
2016,dpoy,Anthony Davis,22,NOP,0,4,650,0.006,FALSE,25782,4066
2016,dpoy,Andre Drummond,22,DET,0,3,650,0.005,FALSE,25769,4064
2016,dpoy,Jimmy Butler,26,CHI,0,2,650,0.003,FALSE,26013,4023
2016,dpoy,LeBron James,31,CLE,0,2,650,0.003,FALSE,26109,3463
2016,dpoy,Trevor Ariza,30,HOU,0,1,650,0.002,FALSE,26296,3563
2016,dpoy,Jae Crowder,25,BOS,0,1,650,0.002,FALSE,25963,4091
2016,dpoy,Al Horford,29,ATL,0,1,650,0.002,FALSE,25751,3734
2016,dpoy,Kyle Lowry,29,TOR,0,1,650,0.002,FALSE,26095,3685
2016,dpoy,Chris Paul,30,LAC,0,1,650,0.002,FALSE,25846,3585
2016,mip,CJ McCollum,24,POR,101,559,650,0.86,TRUE,25849,4154
2016,mip,Kemba Walker,25,CHO,7,166,650,0.255,FALSE,26066,4034
2016,mip,Giannis Antetokounmpo,21,MIL,4,99,650,0.152,FALSE,25935,4164
2016,mip,Stephen Curry,27,GSW,7,83,650,0.128,FALSE,26262,3903
2016,mip,Will Barton,25,DEN,1,62,650,0.095,FALSE,26318,4140
2016,mip,Jae Crowder,25,BOS,1,45,650,0.069,FALSE,25963,4091
2016,mip,Draymond Green,25,GSW,2,43,650,0.066,FALSE,25901,4085
2016,mip,Isaiah Thomas,26,BOS,3,30,650,0.046,FALSE,25951,4012
2016,mip,Hassan Whiteside,26,MIA,1,26,650,0.04,FALSE,25944,3945
2016,mip,Kawhi Leonard,24,SAS,1,18,650,0.028,FALSE,26062,4032
2016,mip,Andre Drummond,22,DET,1,11,650,0.017,FALSE,25769,4064
2016,mip,Gary Harris,21,DEN,1,6,650,0.009,FALSE,25930,4245
2016,mip,Kent Bazemore,26,ATL,0,4,650,0.006,FALSE,26070,4104
2016,mip,Evan Fournier,23,ORL,0,4,650,0.006,FALSE,25925,4086
2016,mip,Rodney Hood,23,UTA,0,3,650,0.005,FALSE,26223,4285
2016,mip,Reggie Jackson,25,DET,0,3,650,0.005,FALSE,26216,4050
2016,mip,Ian Mahinmi,29,IND,0,3,650,0.005,FALSE,25948,3756
2016,mip,Russell Westbrook,27,OKC,0,3,650,0.005,FALSE,26231,3849
2016,mip,Zach LaVine,20,MIN,0,1,650,0.002,FALSE,26322,4299
2016,mip,Kyle Lowry,29,TOR,0,1,650,0.002,FALSE,26095,3685
2016,nba mvp,Stephen Curry,27,GSW,131,1310,1310,1,TRUE,26262,3903
2016,nba mvp,Kawhi Leonard,24,SAS,0,634,1310,0.484,FALSE,26062,4032
2016,nba mvp,LeBron James,31,CLE,0,631,1310,0.482,FALSE,26109,3463
2016,nba mvp,Russell Westbrook,27,OKC,0,486,1310,0.371,FALSE,26231,3849
2016,nba mvp,Kevin Durant,27,OKC,0,147,1310,0.112,FALSE,26072,3770
2016,nba mvp,Chris Paul,30,LAC,0,107,1310,0.082,FALSE,25846,3585
2016,nba mvp,Draymond Green,25,GSW,0,50,1310,0.038,FALSE,25901,4085
2016,nba mvp,Damian Lillard,25,POR,0,26,1310,0.02,FALSE,25868,4077
2016,nba mvp,James Harden,26,HOU,0,9,1310,0.007,FALSE,25975,3880
2016,nba mvp,Kyle Lowry,29,TOR,0,6,1310,0.005,FALSE,26095,3685
2016,nba roy,Karl-Anthony Towns,20,MIN,130,650,650,1,TRUE,26061,4339
2016,nba roy,Kristaps Porziņģis,20,NYK,0,363,650,0.558,FALSE,26092,4343
2016,nba roy,Nikola Jokić,20,DEN,0,59,650,0.091,FALSE,26170,4352
2016,nba roy,Devin Booker,19,PHO,0,49,650,0.075,FALSE,25892,4321
2016,nba roy,Jahlil Okafor,20,PHI,0,34,650,0.052,FALSE,25964,4327
2016,nba roy,Justise Winslow,19,MIA,0,7,650,0.011,FALSE,26058,4338
2016,nba roy,Emmanuel Mudiay,19,DEN,0,4,650,0.006,FALSE,25914,4324
2016,nba roy,Myles Turner,19,IND,0,3,650,0.005,FALSE,26160,4350
2016,nba roy,D'Angelo Russell,19,LAL,0,1,650,0.002,FALSE,25866,4317
2016,smoy,Jamal Crawford,35,LAC,51,341,650,0.525,TRUE,25968,3258
2016,smoy,Andre Iguodala,32,GSW,33,288,650,0.443,FALSE,25770,3500
2016,smoy,Enes Freedom,23,OKC,19,182,650,0.28,FALSE,NA,NA
2016,smoy,Will Barton,25,DEN,15,158,650,0.243,FALSE,26318,4140
2016,smoy,Evan Turner,27,BOS,3,46,650,0.071,FALSE,25926,3936
2016,smoy,Ryan Anderson,27,NOP,4,43,650,0.066,FALSE,26232,3850
2016,smoy,Jeremy Lin,27,CHO,1,30,650,0.046,FALSE,26007,3950
2016,smoy,Ed Davis,26,POR,1,21,650,0.032,FALSE,25908,3932
2016,smoy,Dennis Schröder,22,ATL,1,17,650,0.026,FALSE,25887,4157
2016,smoy,Tristan Thompson,24,CLE,2,16,650,0.025,FALSE,26300,4058
2016,smoy,Shaun Livingston,30,GSW,0,7,650,0.011,FALSE,26250,3560
2016,smoy,J.J. Barea,31,DAL,0,5,650,0.008,FALSE,25955,3673
2016,smoy,Boris Diaw,33,SAS,0,5,650,0.008,FALSE,25800,3431
2016,smoy,Zach LaVine,20,MIN,0,4,650,0.006,FALSE,26322,4299
2016,smoy,Darren Collison,28,SAC,0,3,650,0.005,FALSE,25875,3869
2016,smoy,Allen Crabbe,23,POR,0,1,650,0.002,FALSE,25762,4143
2016,smoy,Jrue Holiday,25,NOP,0,1,650,0.002,FALSE,26051,3891
2016,smoy,Patrick Patterson,26,TOR,0,1,650,0.002,FALSE,26191,3968
2016,smoy,Mirza Teletović,30,PHO,0,1,650,0.002,FALSE,26155,4120
2015,dpoy,Kawhi Leonard,23,SAS,37,333,645,0.516,TRUE,25449,4032
2015,dpoy,Draymond Green,24,GSW,45,317,645,0.491,FALSE,25259,4085
2015,dpoy,DeAndre Jordan,26,LAC,32,261,645,0.405,FALSE,25238,3810
2015,dpoy,Anthony Davis,21,NOP,11,107,645,0.166,FALSE,25139,4066
2015,dpoy,Rudy Gobert,22,UTA,2,33,645,0.051,FALSE,25632,4199
2015,dpoy,Andrew Bogut,30,GSW,0,31,645,0.048,FALSE,25135,3573
2015,dpoy,Tony Allen,33,MEM,1,29,645,0.045,FALSE,25699,3561
2015,dpoy,Tim Duncan,38,SAS,1,12,645,0.019,FALSE,25689,3092
2015,dpoy,Michael Kidd-Gilchrist,21,CHO,0,9,645,0.014,FALSE,25533,4117
2015,dpoy,Jimmy Butler,25,CHI,0,7,645,0.011,FALSE,25404,4023
2015,dpoy,Marc Gasol,30,MEM,0,7,645,0.011,FALSE,25509,3835
2015,dpoy,Joakim Noah,29,CHI,0,4,645,0.006,FALSE,25405,3763
2015,dpoy,Trevor Ariza,29,HOU,0,3,645,0.005,FALSE,25707,3563
2015,dpoy,LeBron James,30,CLE,0,3,645,0.005,FALSE,25493,3463
2015,dpoy,Patrick Beverley,26,HOU,0,1,645,0.002,FALSE,25581,4124
2015,dpoy,DeMarre Carroll,28,ATL,0,1,645,0.002,FALSE,25242,3873
2015,dpoy,Nerlens Noel,20,PHI,0,1,645,0.002,FALSE,25557,4278
2015,dpoy,Chris Paul,29,LAC,0,1,645,0.002,FALSE,25206,3585
2015,dpoy,Hassan Whiteside,25,MIA,0,1,645,0.002,FALSE,25324,3945
2015,mip,Jimmy Butler,25,CHI,92,535,645,0.829,TRUE,25404,4023
2015,mip,Draymond Green,24,GSW,11,200,645,0.31,FALSE,25259,4085
2015,mip,Rudy Gobert,22,UTA,12,189,645,0.293,FALSE,25632,4199
2015,mip,Hassan Whiteside,25,MIA,5,88,645,0.136,FALSE,25324,3945
2015,mip,Klay Thompson,24,GSW,2,42,645,0.065,FALSE,25469,4036
2015,mip,Anthony Davis,21,NOP,4,27,645,0.042,FALSE,25139,4066
2015,mip,Giannis Antetokounmpo,20,MIL,1,22,645,0.034,FALSE,25302,4164
2015,mip,Donatas Motiejūnas,24,HOU,0,7,645,0.011,FALSE,25256,4083
2015,mip,Dennis Schröder,21,ATL,0,6,645,0.009,FALSE,25243,4157
2015,mip,DeMarre Carroll,28,ATL,1,5,645,0.008,FALSE,25242,3873
2015,mip,Tyler Zeller,25,BOS,1,5,645,0.008,FALSE,25721,4136
2015,mip,DeMarcus Cousins,24,SAC,0,4,645,0.006,FALSE,25241,3926
2015,mip,Khris Middleton,23,MIL,0,4,645,0.006,FALSE,25467,4107
2015,mip,Jae Crowder,24,TOT,0,3,645,0.005,FALSE,25354,4091
2015,mip,Kyrie Irving,22,CLE,0,3,645,0.005,FALSE,25481,4037
2015,mip,DeAndre Jordan,26,LAC,0,3,645,0.005,FALSE,25238,3810
2015,mip,Victor Oladipo,22,ORL,0,3,645,0.005,FALSE,25728,4217
2015,mip,Kentavious Caldwell-Pope,21,DET,0,2,645,0.003,FALSE,25458,4178
2015,mip,Nikola Vučević,24,ORL,0,2,645,0.003,FALSE,25566,4047
2015,mip,Robert Covington,24,PHI,0,1,645,0.002,FALSE,25623,4197
2015,mip,Tyreke Evans,25,NOP,0,1,645,0.002,FALSE,25722,3912
2015,mip,Derrick Favors,23,UTA,0,1,645,0.002,FALSE,25245,3928
2015,mip,Enes Freedom,22,TOT,0,1,645,0.002,FALSE,NA,NA
2015,mip,Marc Gasol,30,MEM,0,1,645,0.002,FALSE,25509,3835
2015,mip,Tobias Harris,22,ORL,0,1,645,0.002,FALSE,25697,4055
2015,mip,Gordon Hayward,24,UTA,0,1,645,0.002,FALSE,25314,3941
2015,mip,George Hill,28,IND,0,1,645,0.002,FALSE,25298,3816
2015,mip,Brandon Knight,23,TOT,0,1,645,0.002,FALSE,25175,3985
2015,mip,Kawhi Leonard,23,SAS,0,1,645,0.002,FALSE,25449,4032
2015,mip,Meyers Leonard,22,POR,0,1,645,0.002,FALSE,25528,4116
2015,nba mvp,Stephen Curry,26,GSW,100,1198,1300,0.922,TRUE,25664,3903
2015,nba mvp,James Harden,25,HOU,25,936,1300,0.72,FALSE,25365,3880
2015,nba mvp,LeBron James,30,CLE,5,552,1300,0.425,FALSE,25493,3463
2015,nba mvp,Russell Westbrook,26,OKC,0,352,1300,0.271,FALSE,25636,3849
2015,nba mvp,Anthony Davis,21,NOP,0,203,1300,0.156,FALSE,25139,4066
2015,nba mvp,Chris Paul,29,LAC,0,124,1300,0.095,FALSE,25206,3585
2015,nba mvp,LaMarcus Aldridge,29,POR,0,6,1300,0.005,FALSE,25482,3686
2015,nba mvp,Marc Gasol,30,MEM,0,3,1300,0.002,FALSE,25509,3835
2015,nba mvp,Blake Griffin,25,LAC,0,3,1300,0.002,FALSE,25162,3920
2015,nba mvp,Tim Duncan,38,SAS,0,1,1300,0.001,FALSE,25689,3092
2015,nba mvp,Kawhi Leonard,23,SAS,0,1,1300,0.001,FALSE,25449,4032
2015,nba mvp,Klay Thompson,24,GSW,0,1,1300,0.001,FALSE,25469,4036
2015,nba roy,Andrew Wiggins,19,MIN,110,604,650,0.929,TRUE,25137,4223
2015,nba roy,Nikola Mirotić,23,CHI,14,335,650,0.515,FALSE,25564,4281
2015,nba roy,Nerlens Noel,20,PHI,3,141,650,0.217,FALSE,25557,4278
2015,nba roy,Elfrid Payton,20,ORL,3,79,650,0.122,FALSE,25273,4240
2015,nba roy,Marcus Smart,20,BOS,0,6,650,0.009,FALSE,25513,4275
2015,nba roy,Jusuf Nurkić,20,DEN,0,3,650,0.005,FALSE,25444,4267
2015,nba roy,Jordan Clarkson,22,LAL,0,2,650,0.003,FALSE,25426,4265
2015,smoy,Lou Williams,28,TOR,78,502,650,0.772,TRUE,25499,3619
2015,smoy,Isaiah Thomas,25,TOT,33,324,650,0.498,FALSE,25339,4012
2015,smoy,Jamal Crawford,34,LAC,8,131,650,0.202,FALSE,25359,3258
2015,smoy,Andre Iguodala,31,GSW,7,100,650,0.154,FALSE,25128,3500
2015,smoy,Tristan Thompson,23,CLE,0,33,650,0.051,FALSE,25710,4058
2015,smoy,Nikola Mirotić,23,CHI,1,24,650,0.037,FALSE,25564,4281
2015,smoy,Marreese Speights,27,GSW,1,20,650,0.031,FALSE,25520,3837
2015,smoy,Corey Brewer,28,TOT,1,12,650,0.018,FALSE,25213,3745
2015,smoy,Manu Ginóbili,37,SAS,0,12,650,0.018,FALSE,25508,3401
2015,smoy,Taj Gibson,29,CHI,1,8,650,0.012,FALSE,25671,3905
2015,smoy,Aaron Brooks,30,CHI,0,1,650,0.002,FALSE,25100,3731
2015,smoy,Chris Kaman,32,POR,0,1,650,0.002,FALSE,25205,3437
2015,smoy,Anthony Morrow,29,OKC,0,1,650,0.002,FALSE,25140,3796
2015,smoy,Dennis Schröder,21,ATL,0,1,650,0.002,FALSE,25243,4157
2014,dpoy,Joakim Noah,28,CHI,100,555,625,0.888,TRUE,24781,3763
2014,dpoy,Roy Hibbert,27,IND,8,166,625,0.266,FALSE,24997,3847
2014,dpoy,DeAndre Jordan,25,LAC,8,121,625,0.194,FALSE,24626,3810
2014,dpoy,Serge Ibaka,24,OKC,2,79,625,0.126,FALSE,25012,3902
2014,dpoy,Andre Iguodala,30,GSW,1,47,625,0.075,FALSE,24511,3500
2014,dpoy,LeBron James,29,MIA,2,31,625,0.05,FALSE,24855,3463
2014,dpoy,Paul George,23,IND,0,30,625,0.048,FALSE,24955,3969
2014,dpoy,Anthony Davis,20,NOP,1,25,625,0.04,FALSE,24526,4066
2014,dpoy,Dwight Howard,28,HOU,1,25,625,0.04,FALSE,24657,3520
2014,dpoy,Andrew Bogut,29,GSW,1,11,625,0.018,FALSE,24518,3573
2014,dpoy,Kawhi Leonard,22,SAS,0,9,625,0.014,FALSE,24818,4032
2014,dpoy,P.J. Tucker,28,PHO,1,6,625,0.01,FALSE,24947,3698
2014,dpoy,Tim Duncan,37,SAS,0,5,625,0.008,FALSE,25050,3092
2014,dpoy,Chris Paul,28,LAC,0,5,625,0.008,FALSE,24588,3585
2014,dpoy,Trevor Ariza,28,WAS,0,4,625,0.006,FALSE,25068,3563
2014,dpoy,Marc Gasol,29,MEM,0,4,625,0.006,FALSE,24878,3835
2014,dpoy,Patrick Beverley,25,HOU,0,2,625,0.003,FALSE,24949,4124
2014,mip,Goran Dragić,27,PHO,65,408,630,0.648,TRUE,24697,3817
2014,mip,Lance Stephenson,23,IND,13,158,630,0.251,FALSE,24847,3954
2014,mip,Anthony Davis,20,NOP,16,155,630,0.246,FALSE,24526,4066
2014,mip,Gerald Green,28,PHO,16,117,630,0.186,FALSE,24688,3604
2014,mip,DeAndre Jordan,25,LAC,4,66,630,0.105,FALSE,24626,3810
2014,mip,Kyle Lowry,27,TOR,2,43,630,0.068,FALSE,24842,3685
2014,mip,Blake Griffin,24,LAC,6,39,630,0.062,FALSE,24549,3920
2014,mip,DeMar DeRozan,24,TOR,1,28,630,0.044,FALSE,24629,3872
2014,mip,Patty Mills,25,SAS,0,14,630,0.022,FALSE,24953,3898
2014,mip,Markieff Morris,24,PHO,1,13,630,0.021,FALSE,24886,4043
2014,mip,Isaiah Thomas,24,SAC,0,13,630,0.021,FALSE,24721,4012
2014,mip,Shaun Livingston,28,BRK,0,11,630,0.017,FALSE,25024,3560
2014,mip,D.J. Augustin,26,TOT,1,9,630,0.014,FALSE,24603,3805
2014,mip,Reggie Jackson,23,OKC,0,8,630,0.013,FALSE,24981,4050
2014,mip,Robin Lopez,25,POR,0,6,630,0.01,FALSE,24989,3845
2014,mip,Klay Thompson,23,GSW,0,6,630,0.01,FALSE,24837,4036
2014,mip,Kevin Durant,25,OKC,1,5,630,0.008,FALSE,24830,3770
2014,mip,DeMarcus Cousins,23,SAC,0,5,630,0.008,FALSE,24630,3926
2014,mip,Al Jefferson,29,CHA,0,4,630,0.006,FALSE,24497,3496
2014,mip,Bradley Beal,20,WAS,0,3,630,0.005,FALSE,24551,4072
2014,mip,Mike Conley,26,MEM,0,3,630,0.005,FALSE,24908,3779
2014,mip,Andre Drummond,20,DET,0,3,630,0.005,FALSE,24510,4064
2014,mip,Taj Gibson,28,CHI,0,3,630,0.005,FALSE,25042,3905
2014,mip,LeBron James,29,MIA,0,3,630,0.005,FALSE,24855,3463
2014,mip,Terrence Jones,22,HOU,0,3,630,0.005,FALSE,25044,4130
2014,mip,Jodie Meeks,26,LAL,0,3,630,0.005,FALSE,24782,3886
2014,mip,LaMarcus Aldridge,28,POR,0,1,630,0.002,FALSE,24846,3686
2014,mip,Alec Burks,22,UTA,0,1,630,0.002,FALSE,24500,3982
2014,mip,Paul Millsap,28,ATL,0,1,630,0.002,FALSE,24956,3701
2014,mip,Chandler Parsons,25,HOU,0,1,630,0.002,FALSE,24576,3987
2014,mip,John Wall,23,WAS,0,1,630,0.002,FALSE,24794,3951
2014,nba mvp,Kevin Durant,25,OKC,119,1232,1250,0.986,TRUE,24830,3770
2014,nba mvp,LeBron James,29,MIA,6,891,1250,0.713,FALSE,24855,3463
2014,nba mvp,Blake Griffin,24,LAC,0,434,1250,0.347,FALSE,24549,3920
2014,nba mvp,Joakim Noah,28,CHI,0,322,1250,0.258,FALSE,24781,3763
2014,nba mvp,James Harden,24,HOU,0,85,1250,0.068,FALSE,24733,3880
2014,nba mvp,Stephen Curry,25,GSW,0,66,1250,0.053,FALSE,25034,3903
2014,nba mvp,Chris Paul,28,LAC,0,45,1250,0.036,FALSE,24588,3585
2014,nba mvp,Al Jefferson,29,CHA,0,34,1250,0.027,FALSE,24497,3496
2014,nba mvp,Paul George,23,IND,0,33,1250,0.026,FALSE,24955,3969
2014,nba mvp,LaMarcus Aldridge,28,POR,0,26,1250,0.021,FALSE,24846,3686
2014,nba mvp,Kevin Love,25,MIN,0,25,1250,0.02,FALSE,24832,3830
2014,nba mvp,Tim Duncan,37,SAS,0,21,1250,0.017,FALSE,25050,3092
2014,nba mvp,Tony Parker,31,SAS,0,21,1250,0.017,FALSE,25060,3356
2014,nba mvp,Dirk Nowitzki,35,DAL,0,7,1250,0.006,FALSE,24649,3116
2014,nba mvp,Carmelo Anthony,29,NYK,0,4,1250,0.003,FALSE,24567,3435
2014,nba mvp,Goran Dragić,27,PHO,0,3,1250,0.002,FALSE,24697,3817
2014,nba mvp,Mike Conley,26,MEM,0,1,1250,0.001,FALSE,24908,3779
2014,nba roy,Michael Carter-Williams,22,PHI,104,569,620,0.918,TRUE,24906,4182
2014,nba roy,Victor Oladipo,21,ORL,16,364,620,0.587,FALSE,25083,4217
2014,nba roy,Trey Burke,21,UTA,1,96,620,0.155,FALSE,25070,4214
2014,nba roy,Mason Plumlee,23,BRK,2,58,620,0.094,FALSE,24897,4180
2014,nba roy,Tim Hardaway Jr.,21,NYK,1,23,620,0.037,FALSE,25051,4209
2014,nba roy,Gorgui Dieng,24,MIN,0,3,620,0.005,FALSE,24699,4167
2014,nba roy,Steven Adams,20,OKC,0,1,620,0.002,FALSE,25041,4208
2014,nba roy,Giannis Antetokounmpo,19,MIL,0,1,620,0.002,FALSE,24691,4164
2014,nba roy,Nick Calathes,24,MEM,0,1,620,0.002,FALSE,24929,4187
2014,smoy,Jamal Crawford,33,LAC,57,421,625,0.674,TRUE,24730,3258
2014,smoy,Taj Gibson,28,CHI,49,395,625,0.632,FALSE,25042,3905
2014,smoy,Manu Ginóbili,36,SAS,9,138,625,0.221,FALSE,24877,3401
2014,smoy,Markieff Morris,24,PHO,5,85,625,0.136,FALSE,24886,4043
2014,smoy,Reggie Jackson,23,OKC,4,49,625,0.078,FALSE,24981,4050
2014,smoy,Vince Carter,37,DAL,1,12,625,0.019,FALSE,25084,3166
2014,smoy,D.J. Augustin,26,TOT,0,6,625,0.01,FALSE,24603,3805
2014,smoy,Enes Freedom,21,UTA,0,3,625,0.005,FALSE,NA,NA
2014,smoy,Dion Waiters,22,CLE,0,3,625,0.005,FALSE,24647,4082
2014,smoy,Nick Young,28,LAL,0,3,625,0.005,FALSE,24931,3783
2014,smoy,Chris Andersen,35,MIA,0,2,625,0.003,FALSE,24581,3307
2014,smoy,Marco Belinelli,27,SAS,0,2,625,0.003,FALSE,24880,3776
2014,smoy,Andray Blatche,27,BRK,0,1,625,0.002,FALSE,24509,3571
2014,smoy,Tim Hardaway Jr.,21,NYK,0,1,625,0.002,FALSE,25051,4209
2014,smoy,Patty Mills,25,SAS,0,1,625,0.002,FALSE,24953,3898
